Date,ID_ABI_ABO,ABI_ABO,ID_Tematik,Area_Tematik,Plan,Real
5/30/2025,2,ABO,1,Akses layanan esensial,263,149
6/1/2025,2,ABO,2,Kesehatan dan keselamatan kerja,224,91
6/3/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,116,235
6/4/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,261,238
6/5/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,84,297
6/10/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,72,240
6/18/2025,2,ABO,2,Kesehatan dan keselamatan kerja,31,12
6/20/2025,2,ABO,2,Kesehatan dan keselamatan kerja,270,147
6/21/2025,1,ABI,4,Transisi perubahan iklim,279,129
6/23/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,289,90
6/25/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,67,35
6/29/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,103,104
7/2/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,185,293
7/6/2025,1,ABI,2,Kesehatan dan keselamatan kerja,175,99
7/7/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,248,283
7/7/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,75,84
7/9/2025,2,ABO,4,Transisi perubahan iklim,179,18
7/11/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,47,106
7/11/2025,2,ABO,1,Akses layanan esensial,121,22
7/12/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,44,102
7/14/2025,1,ABI,4,Transisi perubahan iklim,74,186
7/19/2025,2,ABO,4,Transisi perubahan iklim,265,275
7/23/2025,2,ABO,2,Kesehatan dan keselamatan kerja,142,172
7/28/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,17,209
7/30/2025,2,ABO,4,Transisi perubahan iklim,66,29
8/4/2025,1,ABI,4,Transisi perubahan iklim,273,64
8/9/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,38,146
8/9/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,122,11
8/13/2025,1,ABI,4,Transisi perubahan iklim,273,44
8/14/2025,2,ABO,4,Transisi perubahan iklim,13,229
8/15/2025,2,ABO,1,Akses layanan esensial,120,113
8/15/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,213,227
8/15/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,210,163
8/18/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,140,266
8/19/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,282,113
8/26/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,189,199
8/26/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,29,291
8/29/2025,1,ABI,4,Transisi perubahan iklim,297,224
8/29/2025,1,ABI,1,Akses layanan esensial,73,293
8/30/2025,1,ABI,2,Kesehatan dan keselamatan kerja,49,233
8/31/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,36,204
8/31/2025,2,ABO,2,Kesehatan dan keselamatan kerja,274,12
9/1/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,185,99
9/4/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,277,192
9/6/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,288,124
9/7/2025,2,ABO,1,Akses layanan esensial,265,137
9/8/2025,1,ABI,1,Akses layanan esensial,210,133
9/10/2025,1,ABI,4,Transisi perubahan iklim,39,256
9/16/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,220,41
9/16/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,112,282
9/18/2025,2,ABO,4,Transisi perubahan iklim,232,145
9/20/2025,1,ABI,4,Transisi perubahan iklim,69,231
9/21/2025,2,ABO,4,Transisi perubahan iklim,107,140
9/22/2025,2,ABO,4,Transisi perubahan iklim,199,222
10/3/2025,1,ABI,2,Kesehatan dan keselamatan kerja,113,113
10/4/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,83,242
10/5/2025,2,ABO,2,Kesehatan dan keselamatan kerja,60,38
10/6/2025,2,ABO,1,Akses layanan esensial,170,178
10/6/2025,2,ABO,4,Transisi perubahan iklim,122,123
10/7/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,275,139
10/9/2025,2,ABO,4,Transisi perubahan iklim,47,235
10/9/2025,1,ABI,2,Kesehatan dan keselamatan kerja,131,10
10/11/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,133,290
10/11/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,110,195
10/12/2025,1,ABI,1,Akses layanan esensial,155,233
10/13/2025,1,ABI,2,Kesehatan dan keselamatan kerja,167,130
10/14/2025,1,ABI,4,Transisi perubahan iklim,144,210
10/17/2025,1,ABI,4,Transisi perubahan iklim,201,236
10/17/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,298,263
10/18/2025,2,ABO,2,Kesehatan dan keselamatan kerja,269,200
10/21/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,78,99
10/25/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,216,24
10/25/2025,2,ABO,4,Transisi perubahan iklim,179,31
10/30/2025,1,ABI,2,Kesehatan dan keselamatan kerja,102,275
11/1/2025,1,ABI,1,Akses layanan esensial,29,84
11/1/2025,2,ABO,4,Transisi perubahan iklim,150,40
11/1/2025,2,ABO,4,Transisi perubahan iklim,190,251
11/2/2025,1,ABI,2,Kesehatan dan keselamatan kerja,251,222
11/4/2025,1,ABI,5,Kesejahteraan dan inklusivitas kerja,298,240
11/6/2025,1,ABI,4,Transisi perubahan iklim,286,241
11/6/2025,1,ABI,1,Akses layanan esensial,85,96
11/8/2025,2,ABO,1,Akses layanan esensial,87,184
11/9/2025,2,ABO,1,Akses layanan esensial,70,187
11/10/2025,1,ABI,2,Kesehatan dan keselamatan kerja,224,97
11/26/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,190,104
11/28/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,187,160
11/28/2025,1,ABI,1,Akses layanan esensial,45,93
11/28/2025,2,ABO,4,Transisi perubahan iklim,38,254
11/28/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,188,51
11/29/2025,1,ABI,4,Transisi perubahan iklim,232,15
11/29/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,246,298
12/2/2025,2,ABO,5,Kesejahteraan dan inklusivitas kerja,21,104
12/3/2025,1,ABI,3,Infrastruktur dasar yang terjangkau,26,66
12/6/2025,1,ABI,4,Transisi perubahan iklim,84,146
12/12/2025,2,ABO,4,Transisi perubahan iklim,117,14
12/15/2025,2,ABO,3,Infrastruktur dasar yang terjangkau,57,70
12/18/2025,1,ABI,1,Akses layanan esensial,188,215
12/19/2025,2,ABO,1,Akses layanan esensial,154,102
12/28/2025,1,ABI,1,Akses layanan esensial,103,247
12/29/2025,1,ABI,4,Transisi perubahan iklim,278,58
